train/entropy_loss,train/learning_rate,train/explained_variance,time/total_timesteps,train/value_loss,time/time_elapsed,train/n_updates,time/iterations,time/fps,train/reward,train/std,train/policy_loss
-42.638336181640625,0.0007,-0.38295042514801025,500,12.109838485717773,2,99,100,187,0.0,1.0022786855697632,17.785297393798828
-42.62693405151367,0.0007,-0.27653253078460693,1000,88.00932312011719,5,199,200,181,-1.998362,1.0021766424179077,387.3834228515625
-42.67375946044922,0.0007,0.05417448282241821,1500,4.931525707244873,8,299,300,178,-1.4994382,1.0037599802017212,53.39246368408203
-42.72772979736328,0.0007,-0.01904582977294922,2000,50.43659210205078,11,399,400,179,-2.4355402,1.0055071115493774,287.70770263671875
-42.72093200683594,0.0007,0.131472647190094,2500,379.0976257324219,13,499,500,179,8.268999,1.005295753479004,-834.2379150390625
-42.72697067260742,0.0007,-0.5797659158706665,3000,14.01897144317627,16,599,600,180,1.7200286,1.0057235956192017,-148.5799102783203
-42.701416015625,0.0007,0.05153161287307739,3500,105.37968444824219,19,699,700,180,-6.31776,1.0046709775924683,-338.99835205078125
-42.65962600708008,0.0007,0.2789146900177002,4000,11.28377914428711,22,799,800,180,1.317977,1.003401517868042,-92.68830871582031
-42.635414123535156,0.0007,-0.19024431705474854,4500,6.7387566566467285,24,899,900,180,-12.520521,1.0026600360870361,-77.50403594970703
-42.66259002685547,0.0007,0.02687251567840576,5000,788.0238647460938,27,999,1000,180,5.1202993,1.0035325288772583,1088.9061279296875
-42.58017349243164,0.0007,-0.2393627166748047,5500,113.4720458984375,30,1099,1100,179,-2.8390574,1.000957727432251,-426.5919494628906
-42.58110809326172,0.0007,0.5789939165115356,6000,5.18372917175293,33,1199,1200,180,4.0715613,1.0007672309875488,-95.82242584228516
-42.51384735107422,0.0007,-0.08828079700469971,6500,146.0869140625,36,1299,1300,180,-1.7146047,0.9987374544143677,412.67340087890625
-42.51749801635742,0.0007,0.3155304789543152,7000,5.7188591957092285,38,1399,1400,180,-0.07967458,0.9991621375083923,-63.23283767700195
-42.545799255371094,0.0007,0.10043209791183472,7500,31.20107650756836,41,1499,1500,180,1.9575198,0.9998098015785217,-230.5668487548828
-42.56977081298828,0.0007,0.10466736555099487,8000,25.940811157226562,44,1599,1600,180,1.1836632,1.0008102655410767,191.45095825195312
-42.52791213989258,0.0007,-1.6505308151245117,8500,10.094862937927246,47,1699,1700,180,0.35552716,0.9991780519485474,-115.6257553100586
-42.408424377441406,0.0007,0.4858560562133789,9000,26.073226928710938,49,1799,1800,180,6.6982565,0.9949011206626892,194.42398071289062
-42.338661193847656,0.0007,0.11233687400817871,9500,480.0691833496094,52,1899,1900,180,-11.392076,0.9930564761161804,-794.81298828125
-42.34465789794922,0.0007,0.08277678489685059,10000,48.60941696166992,55,1999,2000,180,-21.200226,0.9930970668792725,58.0908203125
-42.367347717285156,0.0007,0.08545088768005371,10500,20.499330520629883,58,2099,2100,180,-2.201376,0.9937955141067505,143.4822540283203
-42.35586929321289,0.0007,0.028986454010009766,11000,121.70467376708984,60,2199,2200,180,-0.2186829,0.9935915470123291,373.07440185546875
-42.408119201660156,0.0007,-0.1712195873260498,11500,10.061175346374512,63,2299,2300,180,-0.05491563,0.9951010346412659,117.54437255859375
-42.41238784790039,0.0007,0.3573746681213379,12000,6.897535800933838,66,2399,2400,180,-22.568336,0.9952983856201172,-62.618797302246094
-42.38032150268555,0.0007,-0.14805352687835693,12500,737.589111328125,69,2499,2500,180,0.90220565,0.9943833947181702,1140.799560546875
-42.39167785644531,0.0007,0.04731839895248413,13000,225.04122924804688,71,2599,2600,180,-0.6324358,0.9946641325950623,509.09295654296875
-42.360286712646484,0.0007,-0.019884467124938965,13500,7.879887580871582,74,2699,2700,180,-0.65531224,0.9936631321907043,85.61898040771484
-42.40423583984375,0.0007,-0.11050176620483398,14000,244.0673828125,77,2799,2800,180,5.155192,0.9951204061508179,667.4067993164062
-42.355587005615234,0.0007,-16.31205177307129,14500,19.646818161010742,80,2899,2900,180,0.0,0.9935721158981323,186.6125946044922
-42.32384490966797,0.0007,0.010679423809051514,15000,26.58773422241211,83,2999,3000,180,-0.45865685,0.992605447769165,115.13737487792969
-42.35991287231445,0.0007,0.19062495231628418,15500,9.222084045410156,85,3099,3100,180,0.0,0.9936920404434204,115.37933349609375
-42.368343353271484,0.0007,-0.010851621627807617,16000,218.49118041992188,88,3199,3200,180,1.8633032,0.9939892292022705,505.5547790527344
-42.42547607421875,0.0007,-0.10163843631744385,16500,42.114479064941406,91,3299,3300,180,4.292241,0.9959193468093872,278.53155517578125
-42.42277526855469,0.0007,0.035404741764068604,17000,14.522128105163574,94,3399,3400,180,5.530336,0.9958246350288391,47.30656051635742
-42.42908477783203,0.0007,-0.06068921089172363,17500,116.7486572265625,96,3499,3500,180,-2.945163,0.9959203004837036,-467.11822509765625
-42.48681640625,0.0007,-0.038533926010131836,18000,40.87080001831055,99,3599,3600,180,-10.893847,0.9978926777839661,256.7783508300781
-42.4979362487793,0.0007,0.10779112577438354,18500,5.031776428222656,102,3699,3700,180,3.1837552,0.9982956051826477,-67.69801330566406
-42.502906799316406,0.0007,-0.10539913177490234,19000,15.190961837768555,105,3799,3800,180,0.13178352,0.9985374808311462,-120.3044662475586
-42.565635681152344,0.0007,0.11957967281341553,19500,39.921539306640625,107,3899,3900,180,1.2108371,1.0007091760635376,260.935302734375
-42.534584045410156,0.0007,-0.08000218868255615,20000,64.40928649902344,110,3999,4000,180,17.08314,0.9998205900192261,294.6513671875
-42.540252685546875,0.0007,-0.12165665626525879,20500,4.905880928039551,113,4099,4100,180,-3.1932304,0.9999048709869385,-46.45020294189453
-42.489444732666016,0.0007,-0.011603713035583496,21000,36.10486602783203,116,4199,4200,180,-0.38591835,0.9983270764350891,-162.47787475585938
-42.43959426879883,0.0007,-0.04335165023803711,21500,139.9052276611328,118,4299,4300,180,10.635794,0.9968048930168152,-393.75811767578125
-42.40050506591797,0.0007,0.005725264549255371,22000,139.4235382080078,121,4399,4400,180,2.7527232,0.9952571988105774,392.79071044921875
-42.40229797363281,0.0007,0.008413970470428467,22500,658.5075073242188,124,4499,4500,180,37.4075,0.9954569339752197,-810.8660888671875
-42.394622802734375,0.0007,-0.015581846237182617,23000,64.5582046508789,127,4599,4600,180,-0.97674584,0.995187520980835,239.9806671142578
-42.43260955810547,0.0007,0.01867818832397461,23500,4.810238361358643,129,4699,4700,180,5.299375,0.9964855313301086,-32.29568099975586
-42.40645980834961,0.0007,0.005372464656829834,24000,10.87306022644043,132,4799,4800,180,-0.36603373,0.9954246282577515,-9.190408706665039
-42.44552993774414,0.0007,-0.161651611328125,24500,19.28046226501465,135,4899,4900,180,-1.8729724,0.9970630407333374,153.89657592773438
-42.44290542602539,0.0007,-0.6977487802505493,25000,91.7463150024414,138,4999,5000,180,2.7111523,0.9970575571060181,405.1140441894531
-42.372947692871094,0.0007,0.0023610591888427734,25500,80.22146606445312,140,5099,5100,180,1.3313209,0.9947428107261658,177.69564819335938
-42.36785125732422,0.0007,0.03974646329879761,26000,12.281453132629395,143,5199,5200,180,0.0,0.9946145415306091,156.5175018310547
-42.363037109375,0.0007,0.01518338918685913,26500,28.18316078186035,146,5299,5300,180,9.239032,0.9943853616714478,106.21601867675781
-42.332759857177734,0.0007,0.021031200885772705,27000,77.75298309326172,149,5399,5400,180,-0.6020875,0.9930598735809326,256.9103698730469
-42.33749008178711,0.0007,-0.045895934104919434,27500,26.274805068969727,152,5499,5500,180,-0.50357854,0.9935991764068604,-187.3354949951172
-42.288352966308594,0.0007,0.00924217700958252,28000,14.97734260559082,154,5599,5600,180,0.0,0.9919844269752502,-112.27629089355469
-42.32948684692383,0.0007,0.0008323192596435547,28500,110.77542877197266,157,5699,5700,180,1.2898097,0.9932038187980652,312.96697998046875
-42.36236572265625,0.0007,-0.01684391498565674,29000,42.516361236572266,160,5799,5800,180,0.0,0.9945929646492004,-200.08584594726562
-42.39661407470703,0.0007,-0.0008099079132080078,29500,23.16719627380371,162,5899,5900,181,4.1833534,0.9952570199966431,38.80963897705078
-42.43387222290039,0.0007,0.07962316274642944,30000,23.535598754882812,165,5999,6000,181,16.05096,0.996810257434845,-33.72837829589844
-42.46828842163086,0.0007,-0.00026798248291015625,30500,87.36259460449219,168,6099,6100,181,-3.5120943,0.9979392886161804,230.21237182617188
-42.47089385986328,0.0007,0.01008903980255127,31000,31.99103355407715,171,6199,6200,181,-28.500357,0.9980209469795227,178.22201538085938
-42.403106689453125,0.0007,-0.0014717578887939453,31500,2.5335514545440674,173,6299,6300,181,4.6766157,0.9957177042961121,-9.336532592773438
-42.38343811035156,0.0007,-0.014323234558105469,32000,629.60595703125,176,6399,6400,180,0.0,0.9951960444450378,-932.8336791992188
-42.342281341552734,0.0007,-0.1247178316116333,32500,33.56328582763672,179,6499,6500,180,0.0,0.9939025640487671,22.606582641601562
-42.37211990356445,0.0007,-0.002391338348388672,33000,306.44036865234375,182,6599,6600,180,8.50896,0.994644284248352,541.0137329101562
-42.31024932861328,0.0007,0.005576193332672119,33500,14.536458015441895,185,6699,6700,180,-0.5390322,0.9927700757980347,120.308837890625
-42.26791763305664,0.0007,-0.002202630043029785,34000,191.4040985107422,188,6799,6800,180,0.57717466,0.991421103477478,191.69898986816406
-42.267173767089844,0.0007,-0.0005099773406982422,34500,280.2734069824219,190,6899,6900,180,-6.1270356,0.9912372827529907,579.2853393554688
-42.2650032043457,0.0007,0.020961463451385498,35000,25.230661392211914,193,6999,7000,180,1.1403675,0.9912336468696594,-174.88717651367188
-42.25953674316406,0.0007,0.012254178524017334,35500,103.9439697265625,196,7099,7100,180,-0.4155372,0.9912890195846558,-197.74024963378906
-42.23200225830078,0.0007,0.0022121667861938477,36000,9.045282363891602,199,7199,7200,180,3.525143,0.990283191204071,-80.23966217041016
-42.19343185424805,0.0007,-0.004225373268127441,36500,84.1141128540039,202,7299,7300,180,-2.090404,0.9885165095329285,-344.3502502441406
-42.1996955871582,0.0007,-0.006754159927368164,37000,145.5,204,7399,7400,180,-0.9397614,0.9890754818916321,453.72235107421875
-42.125301361083984,0.0007,-0.06221604347229004,37500,233.8319091796875,207,7499,7500,180,0.0,0.9866698980331421,585.3606567382812
-42.12934112548828,0.0007,-0.012485384941101074,38000,6.94390344619751,210,7599,7600,180,0.8741485,0.9867737293243408,41.19990158081055
-42.09931564331055,0.0007,-0.0001952648162841797,38500,245.49789428710938,212,7699,7700,180,-0.53770214,0.9857232570648193,-500.21209716796875
-42.0810546875,0.0007,0.0031755566596984863,39000,1018.3771362304688,215,7799,7800,180,-1.3724543,0.9852272272109985,-1313.4395751953125
-42.07306671142578,0.0007,0.000594019889831543,39500,49.902923583984375,218,7899,7900,180,-4.0750904,0.9852628707885742,182.0945587158203
-42.031131744384766,0.0007,0.009953856468200684,40000,162.28170776367188,221,7999,8000,180,20.992365,0.9836784601211548,485.6161193847656
-42.00434494018555,0.0007,-0.025685906410217285,40500,61.86388397216797,223,8099,8100,180,-0.7937783,0.9827960729598999,252.97756958007812
-41.98865509033203,0.0007,0.00017184019088745117,41000,31.993234634399414,226,8199,8200,180,-9.200199,0.9823236465454102,-10.839571952819824
-41.89955139160156,0.0007,0.0015153288841247559,41500,43.82495880126953,229,8299,8300,180,0.0,0.9798576235771179,189.96487426757812
-41.872642517089844,0.0007,1.0669231414794922e-05,42000,29.448009490966797,232,8399,8400,180,-0.8396053,0.9790207743644714,66.89567565917969
-41.821937561035156,0.0007,0.08005023002624512,42500,15.318400382995605,234,8499,8500,180,-22.152138,0.9769248962402344,-8.284284591674805
-41.744869232177734,0.0007,0.004272043704986572,43000,18.63839340209961,237,8599,8600,180,0.6068481,0.9745957255363464,-160.13632202148438
-41.72148132324219,0.0007,-0.00032913684844970703,43500,25.317758560180664,240,8699,8700,181,-0.5974664,0.9739166498184204,183.7664337158203
-41.719268798828125,0.0007,-0.0022611618041992188,44000,59.2364616394043,243,8799,8800,181,7.815001,0.9738729000091553,281.7679443359375
-41.71244812011719,0.0007,-6.73532485961914e-05,44500,85.46536254882812,245,8899,8900,181,8.558987,0.9733440279960632,-100.86540222167969
-41.69530487060547,0.0007,-0.7853251695632935,45000,10.482688903808594,248,8999,9000,181,-3.3584883,0.9731150269508362,-3.2661056518554688
-41.70419692993164,0.0007,0.008026421070098877,45500,45.02092361450195,251,9099,9100,181,0.057980534,0.9734638333320618,271.3355712890625
-41.66327667236328,0.0007,-0.0036240816116333008,46000,46.4404296875,254,9199,9200,181,1.7301613,0.9724629521369934,-172.54541015625
-41.68327331542969,0.0007,-0.0005336999893188477,46500,143.92636108398438,256,9299,9300,181,-1.4928752,0.9729326963424683,-177.71319580078125
-41.74305725097656,0.0007,-0.0001647472381591797,47000,159.8795623779297,259,9399,9400,181,0.856144,0.9750139713287354,492.98162841796875
-41.74464416503906,0.0007,0.10504257678985596,47500,7.4446210861206055,262,9499,9500,181,7.1263742,0.9751304984092712,-60.80358123779297
-41.72639083862305,0.0007,-0.006641983985900879,48000,123.81639099121094,265,9599,9600,181,-4.459685,0.9743996262550354,-490.4078063964844
-41.65421676635742,0.0007,0.005779922008514404,48500,39.87765121459961,268,9699,9700,180,0.5319003,0.9721611142158508,241.67337036132812
-41.55704879760742,0.0007,0.004923999309539795,49000,132.47085571289062,270,9799,9800,180,20.912573,0.9691867828369141,-190.1636505126953
-41.599365234375,0.0007,-0.010337471961975098,49500,7.786786079406738,273,9899,9900,180,32.2127,0.9704916477203369,87.30020904541016
-41.63475036621094,0.0007,0.14250510931015015,50000,7.996006011962891,276,9999,10000,181,-6.082841,0.9719309210777283,100.586669921875
-41.61452102661133,0.0007,-0.001710057258605957,50500,311.51446533203125,278,10099,10100,181,2.9506555,0.9711500406265259,650.1804809570312
-41.624656677246094,0.0007,0.0037415623664855957,51000,40.802879333496094,281,10199,10200,181,-6.186431,0.9716359972953796,-196.1109161376953
-41.6063117980957,0.0007,-0.050740957260131836,51500,77.47823333740234,284,10299,10300,181,0.6554665,0.9706974029541016,228.3788299560547
-41.59559631347656,0.0007,-0.010163426399230957,52000,1666.2562255859375,287,10399,10400,181,10.749722,0.9704292416572571,1623.5599365234375
-41.645286560058594,0.0007,0.0002739429473876953,52500,257.7084655761719,289,10499,10500,181,4.076204,0.9719281792640686,505.953369140625
-41.65647888183594,0.0007,-0.2817434072494507,53000,10.64655876159668,292,10599,10600,181,-0.97949576,0.9724566340446472,-123.6457748413086
-41.64350891113281,0.0007,0.0001423954963684082,53500,74.27476501464844,295,10699,10700,181,-1.6456491,0.9720754623413086,169.6099395751953
-41.632789611816406,0.0007,0.004165172576904297,54000,245.27590942382812,297,10799,10800,181,-12.854334,0.9715559482574463,458.510498046875
-41.6370849609375,0.0007,0.023696541786193848,54500,18.263286590576172,300,10899,10900,181,-0.13948151,0.9716517925262451,159.67019653320312
-41.61103439331055,0.0007,0.0340346097946167,55000,111.4971923828125,303,10999,11000,181,4.3171334,0.970929741859436,303.1556396484375
-41.60430908203125,0.0007,-0.004881620407104492,55500,389.2603454589844,306,11099,11100,181,-3.4379768,0.9708052277565002,-680.53369140625
-41.60370635986328,0.0007,0.026822388172149658,56000,4.507080554962158,308,11199,11200,181,-4.390384,0.9708464741706848,-77.10969543457031
-41.600650787353516,0.0007,0.026135742664337158,56500,10.335192680358887,311,11299,11300,181,-0.09640699,0.9707031846046448,-102.41828918457031
-41.6141357421875,0.0007,-0.001161813735961914,57000,104.69921875,314,11399,11400,181,-13.952591,0.9713554978370667,-315.3827819824219
-41.671600341796875,0.0007,0.029076039791107178,57500,100.76028442382812,317,11499,11500,181,-8.7912,0.9731541872024536,-285.79852294921875
-41.71274185180664,0.0007,-0.01562654972076416,58000,424.41778564453125,319,11599,11600,181,0.31847015,0.9746575951576233,-599.8900146484375
-41.700706481933594,0.0007,0.000569462776184082,58500,35.60062789916992,322,11699,11700,181,4.1971846,0.9743780493736267,180.1320037841797
-41.67298126220703,0.0007,0.01988285779953003,59000,78.27641296386719,325,11799,11800,181,8.315587,0.9734567999839783,17.2188777923584
-41.674373626708984,0.0007,0.009700000286102295,59500,21.915027618408203,327,11899,11900,181,-0.30808434,0.9733136296272278,-135.53793334960938
-41.7080192565918,0.0007,0.0009604692459106445,60000,64.91438293457031,330,11999,12000,181,0.0,0.9744648337364197,215.9954376220703
-41.627410888671875,0.0007,-2.753734588623047e-05,60500,788.4435424804688,333,12099,12100,181,18.57445,0.9717386960983276,-1181.9320068359375
-41.62045669555664,0.0007,-0.01887691020965576,61000,22.1005916595459,336,12199,12200,181,7.6704345,0.9717333316802979,180.51205444335938
-41.561561584472656,0.0007,0.010325968265533447,61500,169.91567993164062,338,12299,12300,181,-1.0939728,0.9698029160499573,-86.38841247558594
-41.50785827636719,0.0007,0.013419747352600098,62000,102.75038146972656,341,12399,12400,181,-0.41434175,0.9683353304862976,350.2085266113281
-41.49140930175781,0.0007,0.0027394890785217285,62500,63.06658935546875,344,12499,12500,181,3.897186,0.9675489068031311,-62.90373992919922
-41.5117301940918,0.0007,-0.15489912033081055,63000,68.03276062011719,347,12599,12600,181,2.5162985,0.9679429531097412,-263.0039367675781
-41.50836944580078,0.0007,-0.04213833808898926,63500,12.614603996276855,349,12699,12700,181,18.12945,0.9680015444755554,-96.32905578613281
-41.507450103759766,0.0007,-0.4236243963241577,64000,5.977469444274902,352,12799,12800,181,0.0,0.9681415557861328,-78.47928619384766
-41.54612350463867,0.0007,-0.2519644498825073,64500,41.02130889892578,355,12899,12900,181,2.2661133,0.9692224860191345,-215.0091094970703
-41.521697998046875,0.0007,0.35447460412979126,65000,4.8375725746154785,357,12999,13000,181,2.5678067,0.9684110283851624,14.085577011108398
-41.433921813964844,0.0007,0.059901297092437744,65500,43.42228317260742,360,13099,13100,181,2.9671261,0.9656561613082886,163.1051025390625
-41.394142150878906,0.0007,-0.2955758571624756,66000,13.69659423828125,362,13199,13200,181,0.7346397,0.9643417596817017,-142.6445770263672
-41.38090515136719,0.0007,0.16953623294830322,66500,9.944330215454102,365,13299,13300,181,6.5401983,0.9640442132949829,-124.43037414550781
-41.36308670043945,0.0007,-0.04334282875061035,67000,12.736332893371582,368,13399,13400,181,-0.8942873,0.9635747075080872,-113.06949615478516
-41.37378692626953,0.0007,-0.13331353664398193,67500,4.089419364929199,371,13499,13500,181,-0.14779493,0.963817298412323,3.6510467529296875
-41.35163116455078,0.0007,-0.007694840431213379,68000,136.80064392089844,373,13599,13600,181,1.2367281,0.962931215763092,405.3608093261719
-41.32282257080078,0.0007,0.07129544019699097,68500,89.8288803100586,376,13699,13700,181,12.6304245,0.9622046947479248,-397.6458740234375
-41.316436767578125,0.0007,0.7967152744531631,69000,46.86856460571289,379,13799,13800,181,-0.21218225,0.9619888067245483,-279.2875061035156
-41.321659088134766,0.0007,0.10313081741333008,69500,43.74015426635742,381,13899,13900,181,0.24636129,0.9621801972389221,-15.811346054077148
-41.33535385131836,0.0007,0.09631866216659546,70000,82.11558532714844,384,13999,14000,181,7.199034,0.9631724953651428,-230.6564178466797
-41.266605377197266,0.0007,0.004172861576080322,70500,23.264644622802734,387,14099,14100,181,-0.60545594,0.9609875082969666,-122.04420471191406
-41.26531219482422,0.0007,0.013668596744537354,71000,26.967205047607422,390,14199,14200,181,-0.06507164,0.9610750079154968,200.37461853027344
-41.24707794189453,0.0007,0.3896799683570862,71500,3.692678928375244,392,14299,14300,181,-11.158932,0.9601419568061829,10.965814590454102
-41.29665756225586,0.0007,0.3338598608970642,72000,770.6815185546875,395,14399,14400,181,20.65048,0.9616342782974243,813.708740234375
-41.280311584472656,0.0007,0.010085463523864746,72500,161.4225311279297,398,14499,14500,181,-1.3010573,0.9610202312469482,-26.322509765625
-41.28935241699219,0.0007,-0.006405353546142578,73000,148.96658325195312,401,14599,14600,182,3.1669142,0.9615819454193115,444.70330810546875
-41.250999450683594,0.0007,0.006471216678619385,73500,101.51649475097656,403,14699,14700,182,-0.67734677,0.9605569243431091,161.3519744873047
-41.314693450927734,0.0007,-0.0054465532302856445,74000,8.977405548095703,406,14799,14800,182,1.2022183,0.9622594118118286,-15.917837142944336
-41.377464294433594,0.0007,0.7020187675952911,74500,3009.893310546875,409,14899,14900,182,2.8679726,0.964205801486969,2179.77783203125
-41.40016174316406,0.0007,-0.021135568618774414,75000,358.65228271484375,411,14999,15000,182,17.161823,0.9646303653717041,-737.9269409179688
-41.43614196777344,0.0007,-0.029334187507629395,75500,51.38185501098633,414,15099,15100,182,25.588745,0.9660788178443909,293.543212890625
-41.41648864746094,0.0007,0.022938549518585205,76000,4.205145359039307,417,15199,15200,182,4.4145045,0.9653551578521729,77.39035034179688
-41.44465637207031,0.0007,0.03873467445373535,76500,170.48983764648438,420,15299,15300,182,-2.941598,0.9662184119224548,424.1802673339844
-41.39596176147461,0.0007,0.8048153221607208,77000,51.526084899902344,422,15399,15400,182,6.3787026,0.9645230770111084,-294.9424743652344
-41.37290573120117,0.0007,-0.7236136198043823,77500,3.893292188644409,425,15499,15500,182,-0.20656858,0.9638709425926208,-14.550043106079102
-41.41156005859375,0.0007,0.017100095748901367,78000,60.97719192504883,428,15599,15600,182,-3.8405087,0.9655951857566833,-267.9283752441406
-41.387916564941406,0.0007,0.00786978006362915,78500,310.04669189453125,430,15699,15700,182,-0.6107315,0.9645587205886841,573.9097900390625
-41.41484832763672,0.0007,-0.0003744363784790039,79000,1967.6966552734375,433,15799,15800,182,-3.703988,0.9655887484550476,1541.7291259765625
-41.4261360168457,0.0007,-0.5878151655197144,79500,107.52877044677734,436,15899,15900,182,6.7569294,0.9658434987068176,293.0570373535156
-41.408302307128906,0.0007,-0.06495249271392822,80000,10.975484848022461,439,15999,16000,182,0.8357045,0.9653902053833008,52.05310821533203
-41.3619384765625,0.0007,0.14341121912002563,80500,45.190032958984375,441,16099,16100,182,1.686429,0.9637157320976257,260.96124267578125
-41.3354377746582,0.0007,-0.005491971969604492,81000,10.911104202270508,444,16199,16200,182,-9.006258,0.9632242918014526,-90.01812744140625
-41.352657318115234,0.0007,0.012242496013641357,81500,353.49188232421875,447,16299,16300,182,0.0,0.9635325074195862,559.48681640625
-41.36869812011719,0.0007,0.35219651460647583,82000,574.3406372070312,450,16399,16400,182,42.996925,0.9644410610198975,-590.5045166015625
-41.3441047668457,0.0007,-0.01281118392944336,82500,182.15394592285156,452,16499,16500,182,-2.261112,0.9633772969245911,386.2179870605469
-41.384769439697266,0.0007,0.017156660556793213,83000,24.615314483642578,455,16599,16600,182,10.016016,0.9647090435028076,185.4629364013672
-41.41670227050781,0.0007,0.14109432697296143,83500,14.923364639282227,458,16699,16700,182,-2.2976117,0.9658346772193909,47.40076446533203
-41.409454345703125,0.0007,0.006139039993286133,84000,16.117460250854492,461,16799,16800,182,-0.0947306,0.9657024145126343,-25.652008056640625
-41.36284255981445,0.0007,-0.36856329441070557,84500,44.78403091430664,463,16899,16900,182,19.509441,0.9641732573509216,-206.5146026611328
-41.3577766418457,0.0007,-0.021633267402648926,85000,22.98866844177246,466,16999,17000,182,-0.52784,0.9639967083930969,118.8231201171875
-41.401397705078125,0.0007,8.952617645263672e-05,85500,232.86660766601562,469,17099,17100,182,2.6643274,0.9654234647750854,617.4090576171875
-41.41695022583008,0.0007,-0.04187154769897461,86000,27.235992431640625,472,17199,17200,182,0.52228945,0.9661695957183838,-173.1194610595703
-41.35232925415039,0.0007,-0.0016410350799560547,86500,320.08502197265625,474,17299,17300,182,-1.1651008,0.9640464186668396,500.82342529296875
-41.349464416503906,0.0007,-0.07910633087158203,87000,399.191650390625,477,17399,17400,182,-1.2022018,0.9642396569252014,-186.16476440429688
-41.34037780761719,0.0007,-0.004070639610290527,87500,629.8445434570312,480,17499,17500,182,-3.6744707,0.963999330997467,979.9876098632812
-41.34258270263672,0.0007,0.0015243291854858398,88000,23.963024139404297,482,17599,17600,182,-0.45639402,0.9640357494354248,-173.32565307617188
-41.39657974243164,0.0007,0.0037532448768615723,88500,253.9964599609375,485,17699,17700,182,4.608119,0.966037392616272,-564.6168212890625
-41.397090911865234,0.0007,-0.03325068950653076,89000,171.2679901123047,488,17799,17800,182,-4.506332,0.9657765030860901,442.1800842285156
-41.38279342651367,0.0007,0.016460716724395752,89500,63.7095947265625,490,17899,17900,182,74.55241,0.9654369354248047,-289.4315185546875
-41.37855529785156,0.0007,-0.020659685134887695,90000,9.574922561645508,493,17999,18000,182,17.215858,0.9653347134590149,-121.3353500366211
-41.359127044677734,0.0007,-0.007397055625915527,90500,203.9369659423828,496,18099,18100,182,16.935324,0.9646648168563843,513.4141845703125
-41.31475067138672,0.0007,0.006944119930267334,91000,353.74053955078125,499,18199,18200,182,-1.171954,0.9634161591529846,-399.5350036621094
-41.34023666381836,0.0007,-0.08193564414978027,91500,618.5386352539062,501,18299,18300,182,1.7226883,0.964567244052887,1076.0
-41.32421112060547,0.0007,-0.005749106407165527,92000,7411.86962890625,504,18399,18400,182,2.1862712,0.9640281796455383,3103.45263671875
-41.41131591796875,0.0007,-0.16176176071166992,92500,738.5133056640625,507,18499,18500,182,-0.28363216,0.9666634798049927,-749.6452026367188
-41.39292526245117,0.0007,0.18106043338775635,93000,30.029525756835938,510,18599,18600,182,0.0,0.9662644267082214,-149.137939453125
-41.434810638427734,0.0007,-0.08682918548583984,93500,261.8968505859375,512,18699,18700,182,-4.3354597,0.9676739573478699,-637.2297973632812
-41.46788787841797,0.0007,-0.35775744915008545,94000,55.00215530395508,515,18799,18800,182,-0.477137,0.968536913394928,264.5228576660156
-41.5012092590332,0.0007,0.23378890752792358,94500,35.998802185058594,518,18899,18900,182,-21.703785,0.9698102474212646,119.7996826171875
-41.481475830078125,0.0007,-0.004329681396484375,95000,205.54153442382812,520,18999,19000,182,4.9652586,0.9690009355545044,541.1328735351562
-41.48450469970703,0.0007,-0.009631156921386719,95500,114.6297607421875,523,19099,19100,182,-0.12555197,0.9692636728286743,295.61297607421875
-41.47172546386719,0.0007,-0.004680633544921875,96000,68.97197723388672,526,19199,19200,182,1.3627294,0.9690611958503723,-49.29964065551758
-41.455841064453125,0.0007,0.000583946704864502,96500,196.71824645996094,529,19299,19300,182,-10.405396,0.9684324860572815,308.77142333984375
-41.371315002441406,0.0007,-0.3480943441390991,97000,31.31223487854004,531,19399,19400,182,-11.089571,0.9655628204345703,-204.8197479248047
-41.38914108276367,0.0007,0.018648922443389893,97500,18.36667823791504,534,19499,19500,182,-0.34361717,0.9664245843887329,-11.075434684753418
-41.421546936035156,0.0007,0.14014935493469238,98000,26.473644256591797,537,19599,19600,182,2.9869943,0.9678981900215149,108.3561019897461
-41.37517166137695,0.0007,-0.04177510738372803,98500,5.134139060974121,540,19699,19700,182,6.419851,0.9662971496582031,57.24937057495117
-41.462154388427734,0.0007,0.0001475214958190918,99000,70.43714141845703,542,19799,19800,182,0.0,0.9691246151924133,158.28250122070312
-41.452178955078125,0.0007,0.3163338303565979,99500,65.88926696777344,545,19899,19900,182,-0.35996968,0.9685803651809692,133.00625610351562
-41.37776565551758,0.0007,0.009935081005096436,100000,8.315411567687988,548,19999,20000,182,5.5270343,0.9662980437278748,-26.661754608154297
